name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
Notre Dame College of Ohio,Private,,0.5,,,1100,,,24,0.65,0.75,0.7,20000,30000,20000,12000,1200,,,,50,Suburban,2024-01-15,Yes,
Notre Dame de Namur University,Private,,0.5,,,1150,,,24,0.65,0.75,0.8,20000,40000,20000,15000,1200,,,,50,Suburban,2023-01-15,Yes,
Nova Southeastern University,Private,4,0.73,1040,1290,1165,19,28,24,0.64,0.78,0.64,33,32756,41028,17668,7238,19.0,153,5514,48,Suburban,February 1,Considered if submitted,Required
Nyack College,Private,,0.5,,,1100,,,25,0.6,0.7,0.8,20000,20000,20000,12000,1200,,,,49,Suburban,2024-01-15,Yes,
O'More College of Design,Private,,0.5,,,1150,,,24,0.7,0.8,0.7,20000,20000,20000,12000,300,,,,50,Suburban,Rolling,Yes,
Oakland City University,Private,4,0.63,420,580,500,17,23,20,0.68,0.73,0.7,12,12268,26067,11600,504,13.0,26,1585,46,Rural,August 15,Required for some,Required
Oakland University,Public,4,0.88,920,1160,1040,21,29,25,0.57,0.78,0.57,16,15734,16870,10932,12351,17.0,151,,44,Suburban,Not available,Considered if submitted,Required
Oakton Community College,Public,2,0.7,,,1100,,,25,0.5,0.76,0.6,8,8161,7000,12000,5941,13.0,82,,15,Suburban,Not available,Neither required nor recommended,Neither required nor recommended
Oakwood University,Private,4,0.68,,,1100,,,25,0.5,0.77,0.7,23,22833,15000,12094,1500,11.0,75,1586,28,Suburban,August 14,Required,Recommended
Oberlin College,Private,4,0.35,,,1350,30,33,32,0.79,0.89,0.53,50,50484,49131,20096,2942,9.0,50,1587,69,Rural,January 15,Considered if submitted,Required
Occidental College,Private,4,0.44,1400,1495,1448,31,34,32,0.85,0.89,0.47,47,47113,59821,19252,1877,8.0,35,4581,67,Urban,January 10,Considered if submitted,Required
Oglala Lakota College,Public,4,0.7,,,1000,,,20,0.04,0.67,0.6,4,3563,8000,7200,1000,10.0,23,,11,Rural,Not available,Not available,Not available
Oglethorpe University,Private,4,0.89,1080,1310,1195,22,31,26,0.53,0.79,0.61,22,22251,45760,16400,1361,13.0,33,5521,41,Suburban,July 25,Considered if submitted,Recommended
Ohio College of Podiatric Medicine,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,30000,20000,12000,400,,,,51,Suburban,Rolling,Yes,
Ohio Dominican University,Private,4,0.94,920,1140,1030,20,28,24,0.49,0.64,0.76,21,21006,31562,13262,760,12.0,51,1131,36,Urban,Not available,Recommended,Required
Ohio Northern University,Private,4,0.74,1160,1360,1260,20,28,24,0.7,0.84,0.72,26,26396,33842,13750,2482,13.0,68,1591,50,Rural,August 23,Considered if submitted,Required
Ohio State University,Public,,0.48,,,1360,,,30,0.83,0.93,0.65,8000,35000,8000,13000,61000,,,,62,Urban,2024-01-15,Yes,
Ohio State University - Lima,Public,,0.6,,,1100,,,25,0.6,0.7,0.6,8000,25000,8000,12000,1500,,,,47,Suburban,2024-01-15,Yes,
Ohio State University - Mansfield,Public,,0.6,,,1100,,,25,0.6,0.75,0.6,8000,25000,8000,12000,1500,,,,47,Suburban,2024-01-01,Yes,
Ohio State University - Marion,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,25000,8000,12000,1000,,,,45,Suburban,2024-01-01,Yes,
Ohio State University - Newark,Public,,0.6,,,1150,,,24,0.6,0.75,0.6,8000,25000,8000,12000,1500,,,,46,Suburban,2024-01-01,Yes,
Ohio University,Public,4,0.85,1100,1280,1190,22,28,25,0.66,0.84,0.5,21,20550,14951,14740,19544,18.0,253,1593,46,Rural,February 1,Considered if submitted,Required
Ohio University - Chillicothe,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,18000,8000,12000,1500,,,,45,Rural,2024-01-15,Yes,
Ohio University - Eastern,Public,,0.7,,,1100,,,23,0.5,0.7,0.6,8000,25000,8000,12000,1500,,,,41,Suburban,2024-01-15,Yes,
Ohio University - Lancaster,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,25000,8000,12000,1000,,,,45,Suburban,2024-01-15,Yes,
Ohio University - Southern,Public,,0.7,,,1100,,,24,0.55,0.75,0.6,8000,25000,8000,12000,1200,,,,42,Rural,Rolling,Yes,
Ohio University - Zanesville,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,12000,1000,,,,45,Suburban,2024-01-15,Yes,
Ohio Valley College,Private,,0.7,,,1100,,,24,0.6,0.75,0.7,15000,20000,15000,12000,800,,,,43,Rural,2024-01-15,Yes,
Ohio Wesleyan University,Private,4,0.56,1363,1245,1304,30,24,27,0.62,0.85,0.73,24,23826,52768,15272,1516,12.0,74,1594,55,Suburban,March 1,Neither required nor recommended,Required
Oklahoma Baptist University,Private,4,0.57,980,1200,1090,20,26,23,0.5,0.8,0.67,25,25099,24343,8930,2000,15.0,84,,47,Suburban,Not available,Required,Required
Oklahoma Christian University,Private,4,0.69,1100,1370,1235,19,26,22,0.55,0.71,0.6,22,21810,26933,26933,60,19.0,85,6086,44,"$21,810",August 30,Recommended,Required
Oklahoma City University,Private,4,0.77,1040,1300,1170,21,27,24,0.64,0.84,0.79,23,23143,29548,11664,1514,11.0,68,,46,Urban,Not available,Considered if submitted,Required
Oklahoma Panhandle State University,Public,4,0.92,,,1050,,,21,0.31,0.35,0.6,5,5274,8000,6956,1135,17.0,28,,14,Rural,Not available,Considered if submitted,Recommended
Oklahoma State University,Public,4,0.75,1040,1140,1090,20,27,24,0.66,0.85,0.52,18,18291,18579,9822,21758,19.0,186,,48,Suburban,Not available,Recommended,Considered but not required
Oklahoma State University - Institute of Technology,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,7000,18000,7000,12000,1500,,,,42,Rural,2024-08-01,Yes,
Oklahoma State University - Oklahoma City,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,15000,8000,12000,5000,,,,48,Urban,2024-08-01,Yes,
Oklahoma State University - Tulsa,Public,,0.6,,,1200,,,25,0.6,0.75,0.6,8000,22000,8000,12000,5000,,,,50,Urban,2024-01-15,Yes,
Oklahoma State University Center for Health Sciences,Public,,0.6,,,1200,,,25,0.6,0.8,0.6,8000,25000,8000,12000,3000,,,,49,Urban,2024-01-15,Yes,
Old Dominion University,Public,4,0.9,1120,1270,1195,24,29,26,0.44,0.77,0.61,16,16150,30437,15676,17514,13.0,136,5126,43,Urban,February 1,Required for some,Required
Olive-Harvey College,Public,,0.7,,,1000,,,20,0.5,0.7,0.6,7000,24000,7000,12000,5000,,,,41,Urban,Rolling,Yes,
University Of Olivet,Private,4,0.97,,,1100,,,25,0.37,0.57,1.0,24,23533,37098,13198,955,14.0,38,1595,16,Rural,Not available,Considered if submitted,Considered but not required
Olivet Nazarene University,Private,4,0.56,950,1220,1085,19,26,22,0.6,0.71,0.75,23,22707,37775,12740,2482,15.0,97,1596,49,Suburban,Not available,Considered if submitted,Required
Oral Roberts University,Private,4,0.99,1045,1270,1158,18,26,22,0.54,0.8,0.66,24,24347,34672,11240,3487,18.0,71,6552,37,Suburban,Not available,Considered if submitted,Required
Oregon College of Arts and Crafts,Private,,0.5,,,1200,,,25,0.7,0.75,0.7,20000,30000,20000,12000,300,,,,50,Urban,2024-01-15,Yes,
Oregon Graduate Institute of Science and Technology,Public,,0.5,,,1250,,,27,0.7,0.8,0.6,8000,36000,8000,12000,2000,,,,54,Suburban,2024-01-15,Yes,
Oregon Health Sciences University,Public,,0.4,,,1300,,,28,0.7,0.85,0.6,8000,36000,8000,14000,15000,,,,61,Urban,2024-01-15,Yes,
Oregon Institute of Technology,Public,4,0.95,1010,1250,1130,18,27,22,0.59,0.69,0.6,17,17274,17150,11905,2893,17.0,43,4587,37,Rural,September 10,Considered if submitted,Required
Oregon State University,Public,4,0.77,1160,1390,1275,24,31,28,0.71,0.87,0.47,22,21868,15031,17205,30740,18.0,157,4586,51,Suburban,August 25,Considered if submitted,Required
Otis College of Art & Design,Private,,0.5,,,1250,,,27,0.7,0.8,0.75,20000,50000,20000,15000,1000,,,,53,Urban,2024-01-15,Yes,
Ottawa University,Private,4,0.78,460,540,500,18,23,20,0.29,0.63,0.7,28,28126,15000,13066,953,11.0,46,6547,35,Rural,Not available,Recommended,Required
Otterbein University,Private,4,0.85,960,1240,1100,19,26,22,0.69,0.8,0.71,22,22242,34130,13662,2157,12.0,77,1597,43,Suburban,Not available,Considered if submitted,Required
Ouachita Baptist University,Private,4,0.68,1080,1270,1175,22,28,25,0.7,0.82,0.56,22,22087,31657,10200,1607,13.0,78,6549,50,Rural,August 15,Required for some,Required
University of Holy Cross,Private,4,0.75,,,1100,16,21,18,0.37,0.76,0.76,14,14476,13515,10598,1000,10.0,53,6002,37,Suburban,Not available,Not available,Recommended
Our Lady of the Lake University,Private,,0.5,,,1100,,,25,0.6,0.75,0.7,15000,30000,15000,12000,3000,,,,52,Urban,2024-01-15,Yes,
Ozark Christian College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,500,,,,46,Suburban,2024-08-01,Yes,
Pace University,Private,4,0.75,1190,1340,1265,25,30,28,0.61,0.77,0.64,34,34299,44366,23300,5407,16.0,109,2635,50,Urban,February 15,Considered if submitted,Recommended
Pace University  Pleasantville/Briarcliff,Private,,0.5,,,1250,,,27,0.7,0.8,0.7,20000,40000,20000,15000,8000,,,,57,Suburban,2024-01-15,Yes,
Pacific College of Oriental Medicine,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,15000,20000,15000,12000,800,,,,51,Urban,Rolling,Yes,
Pacific Graduate School of Psychology,Private,,0.4,,,1300,,,28,0.85,0.9,0.75,20000,30000,20000,12000,500,,,,60,Suburban,2024-01-15,Yes,
Pacific Lutheran University,Private,4,0.78,1213,1330,1272,21,27,24,0.71,0.81,0.62,24,23841,49026,13710,2401,13.0,53,4597,49,Suburban,August 1,Considered if submitted,Required
Willamette University Pacific Northwest College Of Art,Private,4,0.75,,,1200,,,25,0.46,0.63,0.73,42,42195,45644,15490,420,10.0,17,4504,25,Urban,January 14,Neither required nor recommended,Required
Pacific Oaks College,Private,4,0.4,,,1100,,,25,0.7,0.75,0.8,20000,20000,20000,12000,800,4.0,9,,23,Urban,Not available,Not available,Required
Pacific Union College,Private,4,0.59,,,1150,17,25,21,0.52,0.8,0.8,23,52,13,9990,889,13.0,54,4600,46,Rural,Not available,Required,Required
Pacific University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,25000,50000,25000,13000,3000,,,,54,Suburban,2024-01-15,Yes,
Pacifica Graduate Institute,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,20000,20000,12000,600,,,,51,Suburban,2024-01-15,Yes,
Paier College Of Art,Private,4,0.7,,,1100,,,25,0.57,0.85,0.7,32,31768,15000,12000,84,9.0,15,,30,Suburban,Not available,Neither required nor recommended,Neither required nor recommended
Paine College,Private,4,0.53,,,1000,,,20,0.22,0.61,0.85,17,17048,22138,7511,241,10.0,8,5530,27,Urban,July 21,Considered if submitted,Required
Palm Beach Atlantic University,Private,4,0.9,1020,1260,1140,20,26,23,0.59,0.75,0.7,31,31103,25949,13800,2274,12.0,69,,41,Urban,Not available,Considered if submitted,Required
Palm Beach State College,Public,4,1.0,,,1100,,,25,0.5,0.7,0.6,10,10320,7000,12000,27030,27.0,92,,4,Suburban,Not available,Not available,Not available
Palmer College of Chiropractic,Private,,0.5,,,1150,,,24,0.7,0.8,0.7,15000,20000,15000,12000,1000,,,,51,Urban,2024-01-01,Yes,
Palmer College of Chiropractic West,Private,,0.5,,,1200,,,25,0.7,0.85,0.7,15000,20000,15000,12000,800,,,,52,Suburban,Rolling,Yes,
Park University,Private,4,0.6,,,1150,,,24,0.29,0.63,0.72,16,15637,9880,10550,8217,14.0,76,6574,18,Suburban,Not available,Neither required nor recommended,Neither required nor recommended
Parsons School of Design,Private,,0.4,,,1350,,,30,0.85,0.9,0.7,20000,52000,20000,15000,4000,,,,63,Urban,2024-01-15,Yes,
Paul Quinn College,Private,4,0.57,,,1000,,,20,0.38,0.72,0.8,18,18118,15000,10150,800,20.0,26,,27,Urban,Not available,Required,Required
Peace College,Private,,0.5,,,1150,,,24,0.7,0.8,0.75,20000,30000,20000,12000,800,,,,51,Suburban,2024-01-15,Yes,
Pebble Hills University,Public,,0.6,,,1200,,,25,0.6,0.75,0.6,8000,25000,8000,12000,20000,,,,50,Urban,2024-01-15,Yes,
Pennsylvania Academy of the Fine Arts,Private,,0.5,,,1200,,,25,0.75,0.85,0.8,20000,40000,20000,12000,500,,,,52,Urban,2024-01-15,Yes,
Pennsylvania College of Optometry,Private,,0.4,,,1300,,,28,0.85,0.9,0.75,20000,30000,20000,12000,800,,,,60,Urban,2024-01-15,Yes,
Pennsylvania Institute of Technology,Private,4,1.0,,,1100,,,25,0.6,0.75,0.6,16,16303,7000,12000,800,15.0,17,,2,Suburban,Not available,Not available,Not available
Pennsylvania State University,Public,,0.5,,,1300,,,28,0.85,0.93,0.6,8000,38000,8000,13000,46000,,,,60,Suburban,2024-01-01,Yes,
Pennsylvania State University - Abington,Public,,0.5,,,1200,,,25,0.6,0.8,0.6,8000,30000,8000,12000,3500,,,,52,Suburban,2024-01-01,Yes,
Pennsylvania State University - Altoona,Public,,0.6,,,1150,,,24,0.6,0.7,0.6,8000,25000,8000,12000,3000,,,,47,Suburban,2024-01-01,Yes,
Pennsylvania State University - Berks-Lehigh Valley College,Public,,0.5,,,1200,,,25,0.6,0.8,0.6,8000,28000,8000,12000,3500,,,,52,Suburban,2024-01-01,Yes,
Pennsylvania State University - Lehigh Valley,Public,,0.5,,,1200,,,25,0.6,0.8,0.6,8000,30000,8000,12000,2000,,,,51,Suburban,2024-01-01,Yes,
Pennsylvania State University - Milton S.Hershey Medical Center,Public,,0.4,,,1300,,,28,0.85,0.9,0.6,10000,30000,10000,12000,5000,,,,63,Suburban,2024-01-01,No,
Pennsylvania State University - Schuylkill,Public,,0.6,,,1150,,,24,0.6,0.75,0.6,8000,30000,8000,12000,800,,,,46,Rural,2024-01-01,Yes,
Pennsylvania State University at Erie - Behrend College,Public,,0.5,,,1200,,,25,0.6,0.8,0.6,8000,30000,8000,12000,4500,,,,52,Suburban,2024-01-01,Yes,
Pennsylvania State University at Harrisburg - The Capital College,Public,,0.5,,,1200,,,25,0.6,0.8,0.6,8000,25000,8000,12000,4000,,,,52,Urban,2024-01-15,Yes,
Pennsylvania State University Delaware County,Public,,0.6,,,1200,,,25,0.6,0.75,0.6,8000,30000,8000,12000,3000,,,,49,Suburban,2024-01-01,Yes,
Pennsylvania State University Great Valley,Public,,0.5,,,1250,,,27,0.6,0.8,0.6,8000,30000,8000,12000,1000,,,,52,Suburban,2024-01-15,Yes,
Pepperdine University,Private,4,0.63,1300,1440,1370,29,32,30,0.85,0.88,0.54,52,52216,44096,22480,3553,12.0,87,4630,60,Suburban,January 15,Considered if submitted,Required
Peru State College,Public,4,0.48,,,1050,16,23,20,0.38,0.67,0.6,12,11855,8000,10944,1312,20.0,43,,44,Rural,Not available,Not available,Neither required nor recommended
Pfeiffer University,Private,4,0.73,895,1150,1022,18,25,22,0.43,0.61,0.7,21,43,11,13180,744,11.0,39,,40,Rural,Not available,Considered if submitted,Required
Philadelphia College of Bible,Private,,0.6,,,1100,,,25,0.7,0.8,0.8,20000,20000,20000,12000,1000,,,,49,Urban,2024-01-15,Yes,
Philadelphia College of Osteopathic Medicine,Private,,0.4,,,1300,,,28,0.85,0.9,0.7,20000,30000,20000,15000,4000,,,,62,Urban,2024-01-15,Yes,
Philadelphia University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,30000,20000,13000,4000,,,,54,Urban,2024-01-15,Yes,
Philander Smith College,Private,4,0.35,860,1030,945,15,21,18,0.32,0.62,0.7,15,14986,15000,10500,996,11.0,17,,47,Urban,Not available,Required,Required
Phillips Graduate Institute,Private,,0.5,,,1200,,,25,0.8,0.85,0.75,20000,20000,20000,12000,1000,,,,54,Urban,Rolling,Yes,
Phillips University,Private,,0.6,,,1100,,,25,0.65,0.75,0.7,15000,20000,15000,12000,1500,,,,48,Urban,2024-01-15,Yes,
Piedmont Baptist College,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,49,Suburban,2024-08-01,Yes,
Piedmont College,Private,,0.5,,,1100,,,24,0.6,0.7,0.7,15000,20000,15000,12000,1200,,,,49,Rural,2024-01-15,Yes,
Pikeville College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,10000,30000,10000,12000,1200,,,,46,Rural,2024-01-15,Yes,
Pillsbury Baptist Bible College,Private,,0.6,,,1100,,,25,0.7,0.8,0.75,15000,20000,15000,12000,500,,,,48,Rural,Rolling,Yes,
Pittsburg State University,Public,4,0.87,,,1100,17,24,20,0.54,0.78,0.46,19,19357,9426,10502,4210,14.0,81,,39,Rural,Not available,Neither required nor recommended,Required
Pitzer College,Private,4,0.25,1400,1500,1450,31,33,32,0.83,0.94,0.34,35,34801,61090,22150,1227,10.0,61,4619,71,Suburban,January 6,Neither required nor recommended,Required
Plymouth State College,Public,,0.6,,,1150,,,24,0.6,0.75,0.65,8000,29500,8000,13000,4500,,,,48,Rural,2024-01-15,Yes,
Point Loma Nazarene University,Private,4,0.84,1180,1365,1272,25,32,28,0.74,0.85,0.57,36,36370,30007,14670,3188,13.0,70,4605,50,Suburban,April 15,Considered if submitted,Required
Point Park University,Private,4,0.97,1023,1240,1132,20,29,24,0.59,0.74,0.88,25,25477,36008,14020,2331,12.0,77,,39,Urban,Not available,Neither required nor recommended,Required
Polytechnic University,Private,,0.35,,,1350,,,30,0.7,0.85,0.7,15000,50000,15000,15000,6000,,,,64,Urban,2024-01-15,Yes,
"Polytechnic University, Long Island Campus",Private,,0.5,,,1300,,,28,0.7,0.85,0.7,20000,45000,20000,15000,8000,,,,58,Urban,2024-01-15,Yes,
"Polytechnic University, Westchester Graduate Center",Private,,0.6,,,1250,,,27,0.7,0.8,0.7,15000,30000,15000,12000,1500,,,,51,Suburban,2024-01-15,Yes,
Pomona College,Private,4,0.07,1480,1550,1515,33,35,34,0.93,0.96,0.52,17,17423,67819,22464,1735,7.0,52,4607,83,Suburban,January 8,Considered if submitted,Required
Portland Community College,Public,2,0.7,,,1050,,,21,0.5,0.56,0.6,9,9131,7000,12000,25000,17.0,79,4617,8,Urban,Not available,Neither required nor recommended,Not available
Portland State University,Public,4,0.91,930,1250,1090,17,28,22,0.53,0.76,0.6,13,12509,15107,8090,13182,17.0,182,4610,40,Urban,August 1,Neither required nor recommended,Required
Post University of Waterbury,Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.6,10000,20000,10000,12000,4000,,,,45,Urban,Rolling,Yes,
Prairie View Agricultural and Mechanical University,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,19000,8000,12000,10000,,,,48,Rural,2024-01-15,Yes,
Pratt Institute,Private,,0.4,,,1350,,,30,0.8,0.85,0.75,20000,50000,20000,15000,4000,,,,62,Urban,2024-01-15,Yes,
Presbyterian College,Private,4,0.68,987,1212,1100,20,26,23,0.58,0.8,0.8,20,20058,46941,14134,852,12.0,44,5540,46,Rural,June 15,Required for some,Required
Prescott College,Private,4,0.23,,,1200,,,25,0.36,0.76,0.56,23,23163,31292,8744,253,6.0,30,484,41,Suburban,August 1,Neither required nor recommended,Recommended
Preston University,Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.6,10000,15000,10000,12000,2000,,,,44,Rural,Rolling,Yes,
Princeton University,Private,,0.04,,,1480,,,34,0.95,0.98,0.6,50000,57000,50000,15000,8000,,,,82,Suburban,2024-01-01,Yes,
Principia College,Private,4,0.43,1060,1190,1125,21,26,24,0.76,0.82,0.81,15,14904,30402,13910,339,6.0,38,1630,58,Rural,March 15,Considered if submitted,Recommended
Providence College,Private,4,0.51,1100,1310,1205,25,31,28,0.88,0.94,0.85,47,88,11,18470,4549,11.0,89,3693,63,Suburban,January 15,Considered if submitted,Required
Puget Sound Christian College,Private,,0.6,,,1100,,,25,0.7,0.8,0.75,20000,20000,20000,12000,500,,,,48,Suburban,2024-01-01,Yes,
Purdue University,Public,,0.57,,,1360,,,31,0.82,0.93,0.65,8000,28000,8000,12000,46000,,,,59,Suburban,2024-01-15,No,
Purdue University Calumet,Public,,0.6,,,1150,,,24,0.5,0.7,0.6,8000,25000,8000,12000,8000,,,,47,Suburban,2024-07-01,Yes,
Purdue University North Central,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,25000,8000,12000,3000,,,,47,Rural,2024-01-15,Yes,
Quantum-Veritas International University,Private,,0.45,,,1250,,,27,0.75,0.85,0.75,20000,25000,20000,12000,8000,,,,59,Suburban,2024-01-15,Yes,
Queens College,Public,,0.6,,,1150,,,24,0.6,0.8,0.6,8000,15000,8000,14000,19000,,,,50,Urban,2024-01-01,Yes,
Quincy University,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,30000,15000,12000,1000,,,,46,Urban,2024-01-15,Yes,
Quinnipiac College,Private,,0.65,,,1200,,,25,0.76,0.85,0.85,25000,50000,25000,15000,8000,,,,52,Suburban,2024-01-15,Yes,
Radford University,Public,,0.65,,,1100,,,24,0.6,0.75,0.65,8000,25000,8000,13000,9000,,,,48,Suburban,2024-01-15,Yes,
Ramapo College of New Jersey,Public,,0.55,,,1200,,,25,0.66,0.78,0.65,8000,27000,8000,14000,6000,,,,53,Suburban,2024-01-15,Yes,
Rand Graduate School of Policy Studies,Private,,0.3,,,1300,,,28,0.85,0.9,0.7,20000,30000,20000,12000,1000,,,,63,Urban,2024-01-15,Yes,
Randolph-Macon College,Private,,0.55,,,1200,,,25,0.75,0.85,0.75,20000,46000,20000,13000,1200,,,,52,Suburban,2024-01-15,Yes,
Randolph-Macon Woman's College,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,25000,20000,12000,800,,,,51,Suburban,2024-01-15,Yes,
Rasmussen College,Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.7,10000,15000,10000,12000,5000,,,,46,Suburban,Rolling,Yes,
"Rasmussen College, Florida Campuses",Private For-Profit,,0.7,,,1050,,,21,0.6,0.7,0.7,10000,15000,10000,12000,3000,,,,42,Urban,Rolling,Yes,
"Rasmussen College, Illinois Campuses",Private For-Profit,,0.7,,,1050,,,21,0.6,0.75,0.6,10000,15000,10000,12000,3000,,,,43,Suburban,Rolling,Yes,
"Rasmussen College, Minnesota Campuses",Private For-Profit,,0.7,,,1050,,,21,0.6,0.7,0.6,10000,15000,10000,12000,3000,,,,42,Suburban,Rolling,Yes,
"Rasmussen College, North Dakota Campuses",Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.6,8000,15000,8000,12000,2000,,,,44,Urban,Rolling,Yes,
"Rasmussen College, Wisconsin Campuses",Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.7,8000,15000,8000,12000,2000,,,,44,Suburban,Rolling,Yes,
Reed College,Private,,0.4,,,1450,,,32,0.85,0.95,0.8,25000,60000,25000,14000,1400,,,,64,Urban,2024-01-15,Yes,
Reformed Bible College,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,25000,20000,12000,1000,,,,52,Suburban,2024-01-01,Yes,
Regent International University,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,15000,20000,15000,12000,3000,,,,51,Suburban,2024-01-15,Yes,
Regent University,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,15000,20000,15000,12000,3000,,,,51,Suburban,2024-01-15,Yes,
Regis College,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,38000,20000,14000,2000,,,,53,Suburban,2024-01-15,Yes,
Regis University,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,35000,20000,13000,6000,,,,55,Urban,2024-01-15,Yes,
Reinhardt College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,1000,,,,46,Rural,2024-01-01,Yes,
Rensselaer Polytechnic Institute,Private,,0.13,,,1480,,,33,0.85,0.93,0.7,20000,58000,20000,15000,7000,,,,79,Urban,2024-01-15,No,
Research College of Nursing - Rockhurst University,Private,,0.5,,,1200,,,25,0.75,0.85,0.8,20000,25000,20000,12000,800,,,,53,Urban,2024-01-15,Yes,
Rhode Island College,Public,,0.65,,,1100,,,24,0.6,0.75,0.65,8000,25000,8000,13000,7000,,,,48,Urban,2024-01-15,Yes,
Rhode Island School of Design,Private,,0.25,,,1400,,,32,0.85,0.9,0.75,20000,55000,20000,15000,2500,,,,69,Urban,2024-01-01,Yes,
Rhodes College,Private,,0.4,,,1350,,,30,0.85,0.9,0.75,20000,52000,20000,13000,2000,,,,62,Urban,2024-01-15,Yes,
Rice University,Private,,0.09,,,1480,,,34,0.93,0.95,0.7,20000,52000,20000,15000,8000,,,,82,Urban,2024-01-01,Yes,
Richard Stockton College of New Jersey,Public,,0.6,,,1150,,,24,0.65,0.75,0.6,8000,29500,8000,13000,8000,,,,50,Suburban,2024-01-01,Yes,
Rider University,Private,,0.6,,,1150,,,24,0.67,0.8,0.75,20000,38000,20000,14000,4500,,,,49,Suburban,2024-01-15,Yes,
