name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
Virginia Polytechnic Institute and State University (Virginia Tech),,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Virginia State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Virginia Union University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Virginia Wesleyan College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Viterbo College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Voorhees College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Wabash College,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Wagner College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Wake Forest University,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Walden University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Walla Walla College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Walsh College of Accountancy and Business Administration,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Walsh University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Warner Pacific College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Warner Southern College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Warren Wilson College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Wartburg College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Washburn University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Washington and Lee University,,,,,,1440,,,32,,,,,,,,,,,,22,,,Yes,
Washington Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Washington College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Washington State University,,,,,,1220,,,25,,,,,,,,,,,,17,,,Yes,
"Washington State University, Spokane",,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
"Washington State University, Tri-Cities",,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
"Washington State University, Vancouver",,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Washington University in St. Louis,,,,,,1480,,,33,,,,,,,,,,,,23,,,Yes,
Wayland Baptist University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Wayne State College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Wayne State University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Waynesburg College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Webb Institute,,,,,,1450,,,32,,,,,,,,,,,,22,,,No,
Webber College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Weber State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Webster University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Webster University North Florida,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Weill Medical College of Cornell University,,,,,,1500,,,34,,,,,,,,,,,,24,,,No,
Wellesley College,,,,,,1450,,,33,,,,,,,,,,,,23,,,Yes,
Wells College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Wentworth Institute of Technology,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Wesley College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Wesley College Mississippi,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Wesleyan College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Wesleyan University,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
West Chester University of Pennsylvania,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
West Coast University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
West Liberty State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
West Suburban College of Nursing,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
West Texas A&M University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
West Virginia School of Osteopathic Medicine,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
West Virginia State College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
West Virginia University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
West Virginia University Institute of Technology,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
West Virginia Wesleyan College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Westbrook University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Western Baptist College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Western Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Western Carolina University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Western Connecticut State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Western Governors University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Western Illinois University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Western International University,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Western Kentucky University,,,,,,1120,,,24,,,,,,,,,,,,16,,,Yes,
Western Maryland College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Western Michigan University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Western New England College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Western New Mexico University,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Western Oregon University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Western State College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Western State University College of Law,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Western State University College of Law - Orange County,,,,,,1350,,,29,,,,,,,,,,,,20,,,Yes,
Western States Chiropractic College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Western Washington University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Westfield State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Westminster College Fulton,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Westminster College New Wilmington,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Westminster College of Salt Lake City,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Westmont College,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Westwood College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Wheaton College Massachusetts,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Wheeling University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Required,
Wheelock College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Whitman College,,,,,,1400,,,31,,,,,,,,,,,,21,,,Considered if submitted,
Whittier College,,,,,,1130,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Whitworth University,,,,,,1210,,,25,,,,,,,,,,,,17,,,Required for some,
Wichita State University,,,,,,1076,,,22,,,,,,,,,,,,15,,,Required for some,
Widener University,,,,,,1155,,,26,,,,,,,,,,,,18,,,Considered if submitted,
Wilberforce University,,,,,,1050,,,16,,,,,,,,,,,,14,,,Recommended,
Wilbur Wright College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Wiley College,,,,,,1000,,,14,,,,,,,,,,,,12,,,Not available,
Wilkes University,,,,,,1130,,,26,,,,,,,,,,,,18,,,Considered if submitted,
Willamette University,,,,,,1320,,,30,,,,,,,,,,,,21,,,Considered if submitted,
William Carey University,,,,,,1065,,,24,,,,,,,,,,,,16,,,Required,
William Jewell College,,,,,,1060,,,22,,,,,,,,,,,,15,,,Considered if submitted,
William Mitchell College of Law,,,,,,1500,,,34,,,,,,,,,,,,24,,,Yes,
William Paterson University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
William Penn University,,,,,,925,,,19,,,,,,,,,,,,13,,,Considered if submitted,
William Tyndale College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
William Woods University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Williams Baptist University,,,,,,1100,,,22,,,,,,,,,,,,15,,,Required,
Williams College,,,,,,1530,,,34,,,,,,,,,,,,24,,,Considered if submitted,
Wilmington College,,,,,,1070,,,21,,,,,,,,,,,,14,,,Required,
Wilson College,,,,,,1025,,,26,,,,,,,,,,,,18,,,Considered if submitted,
Wingate University,,,,,,1110,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Winona State University,,,,,,1100,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Winston-Salem State University,,,,,,970,,,18,,,,,,,,,,,,12,,,Required for some,
Winthrop University,,,,,,1110,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Wisconsin Lutheran College,,,,,,1139,,,24,,,,,,,,,,,,16,,,Recommended,
Wisconsin School of Professional Psychology,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Wittenberg University,,,,,,1145,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Wofford College,,,,,,1275,,,29,,,,,,,,,,,,20,,,Considered if submitted,
Woodbury University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Worcester Polytechnic Institute,,,,,,1450,,,32,,,,,,,,,,,,22,,,Considered if submitted,
Worcester State University,,,,,,1135,,,25,,,,,,,,,,,,17,,,Considered if submitted,
Wright Institute,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Wright State University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Xavier University,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
Xavier University of Louisiana,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Yale University,,,,,,1480,,,33,,,,,,,,,,,,23,,,Yes,
Yeshiva University,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
York College Nebraska,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
York College of Pennsylvania,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
York University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Not available,
Yorker International University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Youngstown State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Academy of Art College,,,,,,,,,,,,,,,,,,,,,0,,,Neither required nor recommended,
Adams State College,,,,,,1020,,,22,,,,,,,,,,,,15,,,Neither required nor recommended,
Alvernia College,,,,,,1182,,,23,,,,,,,,,,,,16,,,Recommended,
Antioch University,,,,,,,,,,,,,,,,,,,,,0,,,Considered if submitted,
"Arkansas State University, Beebe",,,,,,,,,,,,,,,,,,,,,0,,,Not available,
"Arkansas State University, Mountain Home",,,,,,,,,,,,,,,,,,,,,0,,,Not available,
"Arkansas State University, Newport",,,,,,,,,,,,,,,,,,,,,0,,,Not available,
Arlington Baptist College,,,,,,,,,,,,,,,,,,,,,0,,,Not available,
California Maritime Academy,,,,,,,,,,,,,,,,,,,,,0,,,Required,
"California State University, Bakersfield",,,,,,1050,,,23,,,,,,,,,,,,16,,,Neither required nor recommended,
"California State University, Channel Islands",,,,,,,,,,,,,,,,,,,,,0,,,Required for some,
"California State University, Chico",,,,,,1142,,,26,,,,,,,,,,,,18,,,Considered if submitted,
"California State University, Dominguez Hills",,,,,,860,,,15,,,,,,,,,,,,10,,,Not available,
"California State University, Fresno",,,,,,1055,,,24,,,,,,,,,,,,16,,,Not available,
"California State University, Fullerton",,,,,,965,,,26,,,,,,,,,,,,18,,,Neither required nor recommended,
"California State University, Sacramento",,,,,,990,,,20,,,,,,,,,,,,14,,,Considered if submitted,
"California State University, San Marcos",,,,,,975,,,20,,,,,,,,,,,,14,,,Recommended,
Concord College,,,,,,980,,,20,,,,,,,,,,,,14,,,Recommended,
"Concordia College, Moorhead",,,,,,1145,,,24,,,,,,,,,,,,16,,,Required,
"Concordia College, St. Paul",,,,,,,,,21,,,,,,,,,,,,14,,,Neither required nor recommended,
"Concordia University, Irvine",,,,,,1160,,,25,,,,,,,,,,,,17,,,Required for some,
Cumberland College,,,,,,,,,,,,,,,,,,,,,0,,,Required,
Daemen College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Considered if submitted,
Delaware Valley College,,,,,,1178,,,26,,,,,,,,,,,,18,,,Considered if submitted,
Doane College,,,,,,1084,,,22,,,,,,,,,,,,15,,,Recommended,
