name,url,city,state,type,size_category,acceptance_rate,sat_50th_percentile,act_50th_percentile,tuition_in_state,tuition_out_state,room_board,graduation_rate,retention_rate,enrollment,student_faculty_ratio,region,popular_majors,median_earnings_10_years,campus_setting,test_optional,application_deadline_fall,application_fee,average_financial_aid,percent_receiving_aid,transfer_acceptance_rate,latitude,longitude,housing_available,ipeds_id
Minnesota School of Professional Psychology,http://www.aspp.edu/mn.html,Minneapolis,MN,Private,Small,0.5,1200,25,25000,25000,12000,0.7,0.8,300,12,Midwest,"Clinical Psychology, Counseling Psychology, School Psychology",50000,Urban,True,Rolling,50,15000,0.7,0.5,44.9774,-93.265,True,
Minot State University,http://www.misu.nodak.edu/,Minot,ND,Public,Medium,0.7,1100,24,8000,16000,12000,0.6,0.75,3000,15,Midwest,"Business Administration, Nursing, Education",40000,Urban,True,2024-08-01,50,8000,0.6,0.7,48.232,-101.2923,True,
Mississippi College,http://www.mc.edu/,Clinton,MS,Private,Small,0.5,1150,24,20000,20000,12000,0.6,0.75,3000,12,Southeast,"Business Administration, Nursing, Education",40000,Suburban,True,2024-01-15,50,10000,0.7,0.5,32.2988,-90.1934,True,
Mississippi State University,http://www.msstate.edu/,Starkville,MS,Public,Large,0.65,1180,25,8500,22000,12000,0.67,0.85,22000,18,Southeast,"Engineering, Business, Agricultural Sciences",45000,Rural,True,2024-01-01,50,8000,0.65,0.65,33.4504,-88.7892,True,200056
Mississippi University for Women,http://www.muw.edu/,Columbus,MS,Public,Small,0.6,1100,25,8000,16000,12000,0.6,0.75,2500,15,Southeast,"Nursing, Business Administration, Education",40000,Rural,True,2024-01-15,50,8000,0.6,0.6,33.5779,-88.4275,True,
Mississippi Valley State University,http://www.mvsu.edu/,Itta Bena,MS,Public,Small,0.7,1000,20,8000,20000,12000,0.5,0.7,2500,16,Southeast,"Business Administration, Education, Social Sciences",40000,Rural,True,2024-08-01,50,8000,0.6,0.7,33.5861,-90.3542,True,
Missouri Baptist College,http://www.mobap.edu/,Saint Louis,MO,Private,Small,0.6,1100,25,25000,25000,12000,0.6,0.75,2000,12,Midwest,"Business Administration, Nursing, Education",40000,Suburban,True,2024-01-15,50,15000,0.7,0.6,38.5533,-90.3083,True,
Missouri Southern State College,http://www.mssc.edu/,Joplin,MO,Public,Medium,0.7,1100,24,8000,16000,12000,0.5,0.7,6000,18,Midwest,"Business Administration, Nursing, Education",40000,Suburban,True,2024-08-01,50,8000,0.6,0.7,37.0842,-94.5051,True,
Missouri Tech,http://www.motech.edu/,Rolla,MO,Public,Medium,0.5,1250,27,10000,25000,12000,0.65,0.75,6000,15,Midwest,"Engineering, Computer Science, Business",60000,Suburban,True,2024-01-15,50,8000,0.6,0.5,37.9555,-91.7744,True,
Missouri University of Science and Technology,http://www.mst.edu/,Rolla,MO,Public,Medium,0.65,1300,28,10000,30000,12000,0.65,0.85,8000,18,Midwest,"Engineering, Computer Science, Business",60000,Rural,False,2024-01-01,50,8000,0.6,0.65,37.9556,-91.7745,True,179048
Missouri Valley College,http://www.murlin.com/~webfx/mvc/,Marshall,MO,Private,Small,0.6,1050,21,20000,20000,12000,0.6,0.7,1200,12,Midwest,"Business Administration, Nursing, Education",40000,Rural,True,Rolling,50,10000,0.7,0.6,39.1665,-93.1952,True,
Missouri Western State College,http://www.mwsc.edu/,Saint Joseph,MO,Public,Medium,0.6,1100,25,8000,16000,12000,0.5,0.7,5000,15,Midwest,"Business Administration, Nursing, Criminal Justice",40000,Urban,True,2024-01-15,50,8000,0.6,0.6,39.7684,-94.8467,True,
Molloy College,http://www.molloy.edu/,Rockville Centre,NY,Private,Medium,0.5,1200,25,35000,35000,15000,0.7,0.8,5000,12,Northeast,"Nursing, Business Administration, Psychology",50000,Suburban,True,2024-01-15,50,20000,0.75,0.5,40.654,-73.634,True,
Monmouth University,http://www.monmouth.edu/,West Long Branch,NJ,Private,Medium,0.5,1200,25,35000,35000,15000,0.7,0.8,6000,15,Northeast,"Business Administration, Psychology, Nursing",60000,Suburban,True,2024-01-15,50,15000,0.7,0.5,40.2849,-74.0312,True,
Montana State University,http://www.montana.edu/,Bozeman,MT,Public,Large,0.7,1180,25,7500,25000,13000,0.67,0.8,16000,18,West,"Engineering, Business, Biological Sciences",60000,Rural,True,2024-01-15,50,8000,0.6,0.7,45.676,-111.042,True,
Montana State University - Billings,http://www.msubillings.edu/,Billings,MT,Public,Medium,0.7,1100,24,8000,20000,12000,0.55,0.75,4000,16,West,"Business Administration, Nursing, Education",45000,Urban,True,2024-08-01,50,7000,0.6,0.7,45.7833,-108.5007,True,
Montana State University - Northern,http://www.msun.edu/,Havre,MT,Public,Small,0.7,1050,21,7000,21000,12000,0.5,0.7,1000,15,West,"Nursing, Business Administration, Education",40000,Rural,True,2024-08-01,50,7000,0.6,0.7,48.5505,-109.6772,True,
Montana Tech,http://www.mtech.edu/,Butte,MT,Public,Small,0.7,1150,24,7000,21000,12000,0.6,0.75,3000,15,West,"Engineering, Health Sciences, Business",50000,Rural,True,2024-01-15,50,8000,0.6,0.7,45.9987,-112.5348,True,160020
Montclair State University,http://www.montclair.edu/,Montclair,NJ,Public,Large,0.6,1150,25,13000,25000,14000,0.7,0.8,21000,18,Northeast,"Business, Psychology, Education",50000,Suburban,True,2024-01-15,65,8000,0.6,0.6,40.8833,-74.2075,True,186113
Monterey Institute of International Studies,http://www.miis.edu/,Monterey,CA,Private,Small,0.4,1300,28,40000,40000,15000,0.85,0.9,800,10,West,"International Relations, Public Policy, Language Studies",60000,Urban,True,2024-01-15,50,20000,0.75,0.4,36.6002,-121.8947,True,
Montreat College,http://www.montreat.edu/,Montreat,NC,Private,Small,0.5,1100,25,25000,25000,12000,0.6,0.7,600,12,Southeast,"Business, Psychology, Education",40000,Rural,True,2024-01-01,50,15000,0.7,0.5,35.605,-82.318,True,
Montserrat College of Art,http://www.montserrat.edu/,Beverly,MA,Private,Small,0.5,1200,25,40000,40000,15000,0.7,0.8,500,12,Northeast,"Fine Arts, Graphic Design, Illustration",40000,Suburban,True,2024-01-15,50,20000,0.8,0.5,42.5502,-70.8831,True,
Moody Bible Institute,http://www.moody.edu/,Chicago,IL,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,1000,12,Midwest,"Theology, Biblical Studies, Music",40000,Urban,True,2024-01-01,50,20000,0.8,0.5,41.8781,-87.6298,True,
Moore College of Art and Design,http://www.moore.edu/,Philadelphia,PA,Private,Small,0.5,1200,25,30000,30000,13000,0.7,0.8,500,10,Northeast,"Fine Arts, Graphic Design, Fashion Design",40000,Urban,True,2024-01-15,50,20000,0.8,0.5,39.9496,-75.1652,True,
Moorhead State University,http://www.moorhead.msus.edu/,Moorhead,MN,Public,Medium,0.6,1100,25,10000,20000,12000,0.6,0.75,8000,18,Midwest,"Business, Education, Health Sciences",45000,Suburban,True,2024-01-01,50,8000,0.65,0.6,46.8762,-96.6652,True,
Moraine Valley Community College,http://www.morainevalley.edu/,Palos Hills,IL,Public,Medium,0.7,1050,21,8000,16000,12000,0.5,0.7,12000,18,Midwest,"Business, Nursing, Liberal Arts",40000,Suburban,True,2024-08-01,50,7000,0.6,0.7,41.6842,-87.8359,False,
Moravian College,http://www.moravian.edu/,Bethlehem,PA,Private,Small,0.5,1200,25,5000,50000,13000,0.7,0.8,2500,12,Northeast,"Business, Psychology, Nursing",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,40.6084,-75.3705,True,
Morehead State University,http://www.morehead-st.edu/,Morehead,KY,Public,Medium,0.6,1100,25,9000,18000,12000,0.5,0.7,10000,18,Southeast,"Business Administration, Education, Nursing",40000,Rural,True,2024-01-15,50,8000,0.6,0.6,38.1839,-83.4462,True,160195
Morehouse College,http://www.morehouse.edu/,Atlanta,GA,Private,Small,0.3,1200,25,30000,30000,13000,0.7,0.8,2500,12,Southeast,"Business Administration, Psychology, Political Science",50000,Urban,True,2024-01-01,50,20000,0.7,0.3,33.749,-84.388,True,
Morehouse School of Medicine,http://www.msm.edu/,Atlanta,GA,Private,Small,0.2,1300,28,30000,30000,15000,0.85,0.9,600,10,Southeast,"Medicine, Public Health, Biomedical Sciences",70000,Urban,True,2024-01-15,50,20000,0.8,0.2,33.748995,-84.387982,True,
Morgan State University,http://www.morgan.edu/,Baltimore,MD,Public,Large,0.6,1100,25,10000,25000,12000,0.5,0.7,8000,18,Southeast,"Business Administration, Psychology, Engineering",45000,Urban,True,2024-01-15,50,8000,0.65,0.6,39.3083,-76.6012,True,
Morningside College,http://www.morningside.edu/,Sioux City,IA,Private,Small,0.5,1150,24,30000,30000,12000,0.65,0.75,1200,12,Midwest,"Business Administration, Nursing, Psychology",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,42.499995,-96.400306,True,
Morris Brown College,http://www.morrisbrown.edu/,Atlanta,GA,Private,Small,0.6,1000,20,12000,12000,12000,0.5,0.7,800,12,Southeast,"Business Administration, Psychology, Nursing",40000,Urban,True,Rolling,50,10000,0.7,0.6,33.749,-84.388,True,
Morris College,http://www.scicu.org/morris/,Sumter,SC,Private,Small,0.6,1100,25,15000,15000,12000,0.5,0.7,800,12,Southeast,"Business Administration, Education, Psychology",40000,Suburban,True,Rolling,50,15000,0.7,0.6,33.9333,-80.349,True,
Morrison College,http://www.morrison.neumont.edu/,Salt Lake City,UT,Private For-Profit,Small,0.5,1100,25,20000,20000,12000,0.6,0.7,1000,15,West,"Business Administration, Information Technology, Graphic Design",40000,Urban,True,Rolling,50,10000,0.6,0.5,40.7608,-111.891,True,
Mount Aloysius College,http://www.mtaloy.edu/,Cresson,PA,Private,Small,0.65,1100,24,30000,30000,12000,0.65,0.75,900,12,Northeast,"Nursing, Business Administration, Psychology",45000,Rural,True,2024-08-01,50,20000,0.8,0.65,40.4181,-78.6105,True,
Mount Carmel College of Nursing,http://www.mccn.edu/,Columbus,OH,Private,Small,0.5,1200,25,30000,30000,12000,0.7,0.8,800,12,Midwest,"Nursing, Health Sciences, Healthcare Administration",50000,Urban,True,2024-01-15,50,15000,0.75,0.5,39.9612,-82.9988,True,
Mount Holyoke College,http://www.mtholyoke.edu/,South Hadley,MA,Private,Small,0.2,1350,30,58000,58000,15000,0.87,0.92,2200,10,Northeast,"Psychology, Biology, Economics",60000,Suburban,True,2024-01-01,60,25000,0.75,0.2,42.2551,-72.6161,True,190420
Mount Ida College,http://www.mountida.edu/,Newton,MA,Private,Small,0.6,1150,24,30000,30000,12000,0.65,0.75,1500,12,Northeast,"Business Administration, Psychology, Health Sciences",45000,Suburban,True,2023-01-15,50,20000,0.8,0.6,42.337,-71.185,True,
Mount Marty College,http://www.mtmc.edu/,Yankton,SD,Private,Small,0.6,1150,24,23000,23000,12000,0.7,0.75,800,12,Midwest,"Nursing, Business Administration, Education",45000,Rural,True,2024-01-15,50,15000,0.7,0.6,42.88,-97.39,True,
Mount Mary College,http://www.mtmary.edu/,Milwaukee,WI,Private,Small,0.5,1150,24,30000,30000,12000,0.7,0.75,800,12,Midwest,"Nursing, Business Administration, Education",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,43.0503,-87.9611,True,
Mount Mercy College,http://www.mtmercy.edu/,Cedar Rapids,IA,Private,Small,0.6,1100,25,32000,32000,12000,0.65,0.75,1200,12,Midwest,"Nursing, Business Administration, Psychology",45000,Urban,True,2024-01-15,50,20000,0.8,0.6,41.9779,-91.6656,True,
Mount Olive College,http://www.mountolivecollege.edu/,Mount Olive,NC,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,1000,15,Southeast,"Business Administration, Nursing, Psychology",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,35.1844,-78.0665,True,
Mount Senario College,http://www.mscfs.edu/,Ashland,WI,Private,Small,0.7,1100,25,20000,20000,12000,0.6,0.75,800,12,Midwest,"Business, Psychology, Education",40000,Rural,True,2024-01-15,50,15000,0.7,0.7,46.5935,-90.8775,True,
Mount Sinai School of Medicine,http://www.mssm.edu/,New York,NY,Private,Small,0.15,1450,32,60000,60000,15000,0.9,0.95,2000,10,Northeast,"Medicine, Biomedical Sciences, Public Health",100000,Urban,False,2024-01-15,75,20000,0.8,0.15,40.789142,-73.952155,True,
Mount St. Clare College,http://www.clare.edu/,Clinton,IA,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.75,800,12,Midwest,"Business, Psychology, Education",45000,Rural,True,2024-01-15,50,20000,0.75,0.6,41.8412,-90.1865,True,
Mount St. Mary College,http://www.msmc.edu/,Newburgh,NY,Private,Small,0.5,1150,24,30000,30000,13000,0.65,0.75,2000,12,Northeast,"Nursing, Business Administration, Psychology",45000,Suburban,True,2024-01-15,50,20000,0.75,0.5,41.5001,-74.0142,True,
Mount St. Mary's College California,http://www.msmc.la.edu/,Los Angeles,CA,Private,Small,0.5,1200,25,42000,42000,13000,0.7,0.8,1200,12,West,"Nursing, Psychology, Business",50000,Urban,True,2024-01-15,50,20000,0.75,0.5,34.0522,-118.2437,True,
Mount St. Mary's College Maryland,http://www.msmary.edu/,Emmitsburg,MD,Private,Small,0.6,1150,24,38000,38000,13000,0.7,0.8,1500,12,Northeast,"Nursing, Business, Psychology",50000,Rural,True,2024-01-15,50,20000,0.8,0.6,39.7048,-77.3299,True,
Mount Union College,http://www.mountunion.edu/,Alliance,OH,Private,Small,0.5,1150,24,35000,35000,12000,0.6,0.75,2000,12,Midwest,"Business, Education, Health Sciences",45000,Suburban,True,2024-01-15,50,20000,0.7,0.5,40.9117,-81.1343,True,
Mount Vernon College,http://www.gwu.edu/~mvcgw/,Washington,DC,Private,Small,0.5,1200,25,30000,30000,12000,0.75,0.8,1500,12,Northeast,"Liberal Arts, Psychology, Business",50000,Urban,True,2024-01-15,50,20000,0.7,0.5,38.89511,-77.03637,True,
Mount Vernon Nazarene College,http://www.mvnc.edu/,Mount Vernon,OH,Private,Small,0.6,1150,24,30000,30000,12000,0.6,0.75,1500,12,Midwest,"Business Administration, Nursing, Education",40000,Suburban,True,2024-01-15,50,20000,0.7,0.6,40.3933,-82.4823,True,
Mountain State University,http://www.mountainstate.edu/,Montgomery,WV,Public,Medium,0.6,1100,25,8000,24000,12000,0.6,0.7,6000,18,Southeast,"Business Administration, Nursing, Criminal Justice",40000,Rural,True,2024-01-15,50,8000,0.6,0.6,38.3482,-81.6334,True,
Muhlenberg College,http://www.muhlberg.edu/,Allentown,PA,Private,Small,0.4,1300,28,57000,57000,14000,0.85,0.9,2500,12,Northeast,"Psychology, Business, Theater",60000,Suburban,True,2024-01-15,50,25000,0.8,0.4,40.6084,-75.3705,True,
Multnomah Bible College,http://www.multnomah.edu/,Portland,OR,Private,Small,0.5,1150,24,20000,20000,12000,0.7,0.75,700,12,West,"Theology, Counseling, Biblical Studies",40000,Urban,True,2024-01-15,50,20000,0.8,0.5,45.5231,-122.6765,True,
Murray State University,http://www.mursuky.edu/,Murray,KY,Public,Medium,0.6,1100,24,9500,22000,12000,0.55,0.75,10000,16,Southeast,"Business Administration, Psychology, Nursing",40000,Rural,True,2024-01-15,50,8000,0.6,0.6,36.6105,-88.3149,True,001977
Muskingum College,http://www.muskingum.edu/,New Concord,OH,Private,Small,0.5,1150,24,32000,32000,12000,0.65,0.75,1200,12,Midwest,"Business, Education, Psychology",40000,Rural,True,2024-01-15,50,15000,0.75,0.5,39.9881,-81.7491,True,
NAES College,http://www.naes.indian.com/,Indianapolis,IN,Public,Medium,0.6,1200,25,10000,25000,12000,0.65,0.75,8000,18,Midwest,"Business, Engineering, Psychology",45000,Urban,True,2024-01-15,50,8000,0.65,0.6,39.7684,-86.1581,True,
National American University,http://www.national.edu/,Rapid City,SD,Private For-Profit,Small,0.7,1100,24,15000,15000,12000,0.6,0.7,1500,15,Midwest,"Business Administration, Healthcare Management, Information Technology",40000,Urban,True,Rolling,50,8000,0.6,0.7,44.0805,-103.231,True,
"National American University, Albuquerque",http://www.national.edu/albuquerque.html,Albuquerque,NM,Private For-Profit,Small,0.7,1100,25,15000,15000,12000,0.5,0.7,1000,15,West,"Business Administration, Health Sciences, Information Technology",40000,Urban,True,Rolling,50,8000,0.6,0.7,35.0844,-106.6504,True,
"National American University, Colorado Springs",http://www.national.edu/col_springs.html,Colorado Springs,CO,Private For-Profit,Small,0.7,1100,25,15000,15000,12000,0.5,0.7,1000,15,West,"Business Administration, Health Sciences, Information Technology",40000,Urban,True,Rolling,50,8000,0.6,0.7,38.8339,-104.8214,True,
"National American University, Denver",http://www.national.edu/denver.html,Denver,CO,Private For-Profit,Small,0.7,1100,25,15000,15000,12000,0.5,0.7,2000,15,West,"Business Administration, Health Sciences, Information Technology",40000,Urban,True,Rolling,50,8000,0.6,0.7,39.7392,-104.9903,True,
"National American University, Kansas City",http://www.national.edu/kansas_city.html,Kansas City,MO,Private For-Profit,Small,0.7,1050,21,15000,15000,12000,0.5,0.7,1000,15,Midwest,"Business Administration, Health Sciences, Information Technology",40000,Urban,True,Rolling,50,8000,0.6,0.7,39.0997,-94.5786,True,
"National American University, Roseville",http://www.national.edu/roseville.html,Roseville,MN,Private For-Profit,Small,0.7,1050,21,15000,15000,12000,0.6,0.7,1000,15,Midwest,"Business Administration, Health Sciences, Information Technology",40000,Suburban,True,Rolling,50,8000,0.7,0.7,45.0382,-93.1553,True,
"National American University, Sioux Falls",http://www.national.edu/sioux_falls.html,Sioux Falls,SD,Private For-Profit,Small,0.7,1100,25,15000,15000,12000,0.6,0.7,1000,15,Midwest,"Business Administration, Health Sciences, Information Technology",40000,Urban,True,Rolling,50,10000,0.6,0.7,43.549,-96.7003,True,
National College of Chiropractic,http://www.national.chiropractic.edu/,Lombard,IL,Private,Small,0.6,1150,24,20000,20000,12000,0.7,0.8,1000,12,Midwest,"Chiropractic, Health Sciences, Nutrition",50000,Suburban,True,Rolling,50,15000,0.7,0.6,41.884,-88.014,True,
National College of Naturopathic Medicine,http://www.ncnm.edu/,Portland,OR,Private,Small,0.6,1200,25,20000,20000,12000,0.7,0.8,500,10,West,"Naturopathic Medicine, Health Sciences, Nutrition",40000,Urban,True,2024-01-15,50,15000,0.7,0.6,45.5231,-122.6765,True,
National Defense University,http://www.ndu.edu/,Washington,DC,Public,Small,0.5,1300,28,15000,30000,12000,0.7,0.85,3000,15,Northeast,"National Security Studies, Strategic Studies, Military History",60000,Urban,True,Rolling,50,10000,0.6,0.5,38.8951,-77.0364,True,
National Hispanic University,http://www.nhu.edu/,San Jose,CA,Private,Small,0.7,1000,20,15000,15000,12000,0.6,0.75,1000,15,West,"Business Administration, Psychology, Education",40000,Urban,True,Rolling,50,20000,0.8,0.7,37.3392,-121.8947,True,
National Technological University,http://www.ntu.edu/,National City,CA,Public,Large,0.65,1250,26,12000,36000,12000,0.6,0.75,15000,20,West,"Engineering, Computer Science, Business",60000,Urban,True,2024-01-15,60,8000,0.65,0.65,32.7157,-117.1611,True,
National Theatre Conservatory,http://www.denvercenter.org/education/ed_ntc.htm,Denver,CO,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,3000,12,West,"Theater, Dance, Stage Management",45000,Urban,True,2024-01-15,50,15000,0.7,0.5,39.7392,-104.9903,True,
National University,http://www.nu.edu/,San Diego,CA,Private For-Profit,Medium,0.7,1100,25,15000,15000,12000,0.6,0.75,8000,15,West,"Business Administration, Psychology, Nursing",50000,Urban,True,Rolling,50,10000,0.6,0.7,32.7157,-117.1611,True,
National-Louis University,http://www.nl.edu/,Chicago,IL,Private,Medium,0.5,1100,24,20000,20000,12000,0.6,0.75,6000,12,Midwest,"Business Administration, Psychology, Education",50000,Urban,True,2024-01-15,50,15000,0.7,0.5,41.8781,-87.6298,True,
Naval Postgraduate School,http://www.nps.navy.mil/,Monterey,CA,Public,Small,0.3,1300,28,15000,30000,12000,0.85,0.9,1000,12,West,"Engineering, Computer Science, National Security",80000,Suburban,True,Rolling,50,10000,0.6,0.3,36.6002,-121.8947,True,
Nazarene Bible College,http://www.nbc.edu/,Colorado Springs,CO,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.75,600,12,West,"Theology, Counseling, Education",40000,Suburban,True,Rolling,50,15000,0.7,0.6,38.8339,-104.8214,True,
Nazareth College,http://www.naz.edu/,Rochester,NY,Private,Medium,0.5,1200,25,40000,40000,13000,0.7,0.8,2500,12,Northeast,"Nursing, Psychology, Business Administration",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,43.1202,-77.6739,True,
Nebraska Christian College,http://www.nechristian.edu/,Papillion,NE,Private,Small,0.7,1100,24,20000,20000,12000,0.6,0.75,300,12,Midwest,"Theology, Business, Education",40000,Suburban,True,Rolling,50,20000,0.8,0.7,41.1579,-96.0662,True,
Nebraska Methodist College of Nursing and Allied Health,http://www.methodistcollege.edu/nurseover.html,Omaha,NE,Private,Small,0.6,1150,24,25000,25000,12000,0.7,0.8,1000,12,Midwest,"Nursing, Health Sciences, Allied Health",50000,Urban,True,Rolling,50,15000,0.7,0.6,41.2619,-95.9404,True,
